0.563823406,0.926037583,0.564529862
0.226929561,0.774618066,0.415330231
0.993597524,0.030035593,0.21068628
0.355566196,0.82469064,0.629814216
0.784903789,0.614295163,0.12798907
0.442514181,0.163833506,0.088493534
0.285892178,0.714174374,0.012975399
0.09434221,0.610337551,0.491527518
0.581130641,0.090945529,0.980560402
0.704059901,0.339566133,0.89955651
0.195622857,0.211724157,0.189700102
0.700004082,0.370500893,0.549237044
0.770755162,0.646435935,0.810542786
0.085429063,0.028254681,0.097072973
0.090608342,0.999702817,0.341280764
0.25221368,0.668671482,0.572119819
0.489889537,0.360121982,0.18770971
0.684888951,0.147306924,0.726703746
0.432154481,0.014805288,0.188176341
0.649428006,0.2306378,0.868817813
0.559479956,0.255111633,0.069170966
0.170420915,0.94787031,0.809591898
0.276922111,0.706639352,0.090803132
0.225658494,0.056244397,0.978205952
0.870040626,0.787805001,0.961326689
0.312503557,0.148856551,0.781297338
0.62210328,0.387485416,0.207405532
0.908672839,0.157413408,0.24348861
0.080868723,0.288732581,0.641193545
0.030535735,0.902431253,0.412910035
0.405421357,0.918388748,0.067155074
0.865132838,0.212890923,0.958535206
0.34333006,0.745135157,0.461871218
0.371742197,0.419781071,0.143286865
0.175229642,0.218473296,0.617382325
0.978063883,0.946702993,0.268992629
0.768156764,0.555736151,0.355560786
0.008178869,0.611604052,0.123232016
0.402157377,0.929193271,0.703992185
0.380132681,0.869409013,0.26918635
0.076095253,0.770002495,0.641609402
0.034763292,0.457483693,0.361362142
0.433998301,0.779389103,0.175225678
0.482025928,0.297986807,0.910112623
0.41974811,0.29384333,0.818305956
0.132065342,0.086061744,0.581099003
0.898402015,0.97134647,0.611930856
0.80889999,0.93842233,0.179188392
0.400717348,0.147902531,0.350699849
0.144914351,0.829885985,0.381376416
0.722617755,0.747745535,0.66310613
0.400858296,0.453317926,0.828939386
0.682875016,0.281226472,0.817477153
0.658484428,0.976665501,0.846653828
0.124795976,0.217518289,0.607149538
0.04083773,0.865746401,0.052764911
0.424835802,0.183278097,0.871822511
0.417733622,0.435541868,0.867934533
0.198676045,0.441205338,0.93904381
0.687499491,0.75826071,0.491199427
0.026428088,0.386038414,0.33071301
0.360998428,0.111582949,0.547779279
0.662682908,0.884223522,0.014794256
0.901487839,0.814024541,0.849017838
0.405059899,0.131116168,0.094495301
0.698758239,0.037919905,0.823332316
0.701017121,0.868228568,0.067211421
0.793646975,0.173240839,0.824276661
0.836440765,0.961678432,0.156019699
0.860724412,0.113938319,0.59480835
0.208028639,0.591231303,0.493182291
0.368366803,0.108641638,0.574380173
0.37479305,0.606334579,0.432727214
0.482169469,0.693800512,0.66674074
0.655193598,0.437194719,0.693896985
0.434005524,0.288579234,0.631472484
0.705006522,0.108193717,0.901498099
0.137985058,0.644619673,0.907428849
0.366948878,0.583299473,0.172423503
0.256097084,0.462536493,0.845723182
0.176413694,0.341575535,0.186197622
0.481808481,0.58256597,0.394108229
0.782932041,0.553495554,0.808224575
0.040877965,0.00521698,0.817371566
0.9940471,0.81538361,0.24272722
0.229178009,0.81133989,0.546975509
0.089658325,0.202629515,0.094863152
0.029134687,0.67846916,0.742224891
0.75950296,0.133795713,0.067076801
0.811979778,0.667639114,0.850473077
0.727670713,0.356357357,0.157425165
0.103318383,0.440570011,0.845066541
0.264196023,0.077016291,0.496454723
0.680997467,0.728192713,0.511582308
0.735156281,0.39803333,0.608456423
0.657351731,0.027439254,0.722029718
0.476269546,0.647408752,0.543624337
0.179070977,0.901550116,0.051501641
0.793593314,0.006857121,0.61860323
0.509942886,0.619405397,0.746515436
